1 37
1 14
1 87
1 82
1 22
1 64
1 17
1 18
1 75
1 106
1 18
1 54
1 12
1 25
1 100
1 100
1 24
1 124
1 50
1 193
1 11
1 115
1 14
1 81
1 88
1 54
1 40
1 12
1 190
1 88
1 57
1 14
1 51
1 126
1 145
1 23
1 92
1 17
1 147
1 123
1 102
1 17
1 40
1 21
1 46
1 51
1 158
1 107
1 31
1 11
1 49
1 54
1 15
1 187
1 42
1 85
1 12
1 13
1 27
1 85
1 75
1 27
1 63
1 14
1 46
1 13
1 33
1 49
1 51
1 53
1 22
1 17
1 46
1 53
1 20
1 39
1 10
1 55
1 22
1 20
1 12
1 65
1 31
1 35
1 52
1 48
1 64
1 116
1 51
1 11
1 79
1 85
1 75
1 18
1 89
1 167
1 21
1 61
1 20
1 40
1 29
1 62
1 21
1 34
1 13
1 26
1 103
1 120
1 71
1 10
1 29
1 57
1 78
1 26
1 36
1 26
1 16
1 23
1 98
1 35
1 29
1 24
1 30
1 51
1 29
1 27
1 11
1 75
1 39
1 12
1 12
1 15
1 84
1 21
1 114
1 15
1 127
1 84
1 53
1 64
1 58
1 83
1 58
1 24
1 76
1 72
1 43
1 11
1 84
1 25
1 44
1 14
1 22
1 17
1 70
1 78
1 181
1 148
1 56
1 13
1 138
1 149
1 52
1 100
1 129
1 154
1 19
1 12
1 41
1 97
1 42
1 13
1 184
1 40
1 24
1 40
1 29
1 55
1 28
1 162
1 154
1 34
1 59
1 11
1 12
1 109
1 43
1 10
1 58
1 14
1 44
1 12
1 71
1 18
1 13
1 46
1 36
1 15
1 94
1 16
1 19
1 57
1 10
1 90
1 60
1 62
1 11
1 91
1 148
1 184
1 22
1 33
1 25
1 10
1 16
1 185
1 14
1 64
1 63
1 18
1 46
1 11
1 20
1 24
1 15
1 19
1 149
1 59
1 60
1 19
1 100
1 58
1 56
1 181
1 17
1 30
1 133
1 30
1 14
1 24
1 80
1 194
1 60
1 32
1 79
1 13
1 26
1 51
1 85
1 12
1 12
1 51
1 63
1 36
1 24
1 12
1 71
1 137
1 74
1 73
1 65
1 15
1 78
1 27
1 16
1 11
1 32
1 11
1 12
1 59
1 39
1 52
1 67
1 27
1 11
1 36
1 63
1 134
1 30
1 81
1 19
1 92
1 137
1 10
1 59
1 69
1 12
1 24
1 21
1 14
1 31
1 41
1 67
1 25
1 62
1 59
1 29
1 22
1 140
1 136
1 11
1 17
1 85
1 153
1 14
1 77
1 121
1 10
1 54
1 86
1 14
1 58
1 26
1 18
1 113
1 44
1 45
1 17
1 159
1 116
1 135
1 112
1 24
1 75
1 43
1 180
1 178
1 13
1 13
1 17
1 48
1 11
1 124
1 46
1 45
1 21
1 23
1 33
1 122
1 61
1 21
1 51
1 56
1 75
1 62
1 55
1 194
1 24
1 95
1 18
1 82
1 39
1 197
1 39
1 37
1 165
1 32
1 62
1 35
1 46
1 17
1 45
1 27
1 18
1 75
1 176
1 52
1 15
1 43
1 22
1 59
1 16
1 12
1 14
1 74
1 35
1 133
1 25
1 18
1 16
1 39
1 10
1 118
1 34
1 92
1 65
1 34
1 15
1 32
1 11
1 10
1 78
1 12
1 10
1 62
1 69
1 38
1 145
1 11
1 93
1 13
1 112
1 17
1 12
1 12
1 71
1 148
1 13
1 11
1 99
1 35
1 53
1 70
1 25
1 24
1 42
1 20
1 74
1 73
1 11
1 33
1 147
1 14
1 24
1 19
1 108
1 12
1 171
1 99
1 71
1 58
1 160
1 180
1 13
1 182
1 109
1 48
1 173
1 179
1 67
1 151
1 125
1 65
1 20
1 41
1 103
1 77
1 53
1 155
1 13
1 69
1 37
1 69
1 76
1 53
1 91
1 11
1 24
1 109
1 104
1 16
1 10
1 188
1 16
1 55
1 46
1 16
1 61
1 190
1 88
1 162
1 23
1 112
1 70
1 53
1 159
1 85
1 71
1 21
1 46
1 28
1 21
1 41
1 113
1 83
1 142
1 22
1 115
1 114
1 15
1 12
1 189
1 15
1 197
1 44
1 55
1 66
1 136
1 43
1 43
1 30
1 61
1 149
1 19
1 17
1 63
1 109
1 98
1 60
1 137
1 23
1 41
1 42
1 52
1 74
1 62
1 177
1 86
1 67
1 26
1 28
1 81
1 17
1 59
1 74
1 162
1 31
1 64
1 17
1 16
1 39
1 33
1 24
1 22
1 51
1 94
1 56
1 47
1 52
1 29
1 18
1 73
1 92
1 27
1 65
1 47
1 71
1 75
1 11
1 138
1 173
1 31
1 129
1 61
1 14
1 66
1 44
1 33
1 168
1 86
1 42
1 58
1 38
1 44
1 32
1 51
1 116
1 72
1 158
1 86
1 87
1 11
1 98
1 15
1 38
1 60
1 10
1 60
1 11
1 21
1 35
1 11
1 48
1 12
1 48
1 194
1 19
1 28
1 11
1 18
1 29
1 72
1 28
1 40
1 20
1 40
1 18
1 17
1 35
1 57
1 25
1 82
1 194
1 30
1 117
1 30
1 48
1 50
1 105
1 124
1 28
1 26
1 63
1 19
1 12
1 86
1 18
1 198
1 95
1 67
1 61
1 66
1 34
1 27
1 61
1 11
1 100
1 29
1 16
1 190
1 78
1 93
1 53
1 30
1 31
1 111
1 12
1 91
1 80
1 28
1 81
1 50
1 69
1 138
1 32
1 27
1 67
1 53
1 16
1 37
1 13
1 51
1 123
1 38
1 32
1 86
1 12
1 193
1 12
1 20
1 135
1 40
1 29
1 42
